ï»¿Quality	#1 ID	#2 ID	#1 String	#2 String
1	1363174	1362840	Those findings , published in today 's Journal of the American Medical Association , are the latest bad news about estrogen-progestin therapy .	The findings , published Tuesday in the Journal of the American Medical Association , were the latest bad news about estrogen-progestin therapy .
0	1741477	1742080	A view of the devastation left behind when a man drove his car through a crowded farmers market in Santa Monica on Wednesday .	The body of a victim lies under a yellow tarp in front of a car that plowed through a crowded farmers market in Santa Monica .
1	2635090	2635234	Experts said the case marks one of the first times in which a parent was charged with contributing to a child 's suicide .	Legal experts say the case may mark the first time a parent has been convicted of contributing to a child 's suicide .
1	885963	886113	An amendment to remove the exemption for the state-sanctioned sites failed on a much closer 237-186 vote .	An amendment to remove such protections failed by a vote of 186 to 237 .
1	1367262	1366598	The AP quotes a local policeman as saying the British troops were targeted by townspeople angry over civilian deaths during a demonstration yesterday in the town of Majar Al-Kabir .	Associated Press quotes a local policeman as saying that the British troops were targeted by townspeople angry over civilian deaths during an earlier demonstration in the town of Majar al-Kabir .
1	144649	144855	Baer said he had concluded that lawyers for the two victims <QUOTE> have shown , albeit barely ... that Iraq provided material support to bin Laden and al-Qaeda <QUOTE> .	Judge Harold Baer concluded Wednesday that lawyers for the two victims <QUOTE> have shown , albeit barely ... that Iraq provided material support to bin Laden and al-Qaida . <QUOTE>
1	1311944	1312142	Mayor Michael R. Bloomberg said yesterday that the men 's behavior <QUOTE> was a disgrace , and totally inappropriate for city employees . <QUOTE>	Mayor Bloomberg said the <QUOTE> behavior of the people in question was a disgrace and totally inappropriate for city employees . <QUOTE>
1	1904549	1904949	Right now , only six states do : Arkansas , Michigan , Minnesota , New Jersey , Virginia , and Wisconsin .	Manuals produced by only six states _ Arkansas , Michigan , Minnesota , New Jersey , Virginia and Wisconsin _ now have such sections .
0	447728	447699	Indonesia 's army has often been accused of human rights abuses during GAM 's battle for independence , charges it has generally denied while accusing the separatists of committing rights violations .	Indonesia 's army has been accused of human rights abuses during its earlier battles with GAM , charges it has generally denied .
1	816832	816868	Mr. Brendsel is expected to remain with the Freddie Mac Foundation .	Freddie expects Brendsel to continue serving as chair of the Freddie Mac Foundation .
1	2480058	2479942	They also are reshaping the retail business relationship elsewhere , as companies take away ideas and practices that change how they do business in their own firms and with others .	They also are reshaping the retail-business relationship , as companies take away concepts and practices that change how they do business internally and with others .
0	2594777	2594743	The technology-laced Nasdaq Composite Index .IXIC rose 39.39 points , or 2.2 percent , to 1,826.33 , after losing more than 2 percent on Tuesday .	The blue-chip Dow Jones industrial average .DJI jumped 194.14 points , or 2.09 percent , to 9,469.20 after sinking more than 1 percent a day earlier .
1	532804	532661	Frank Quattrone , the former Credit Suisse First Boston technology investment-banking guru , reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering .	NEW YORK - ( Dow Jones ) - Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering .
1	544327	544219	It is the fifth such election in Iraq , after the northern city of Mosul and three cities in Iraq 's south .	Other elections have taken place in the northern city of Mosul and three cities in Iraq 's south .
1	722149	721936	It said a civil complaint by the Securities and Exchange Commission is expected as well .	Stewart also faces a separate investigation by the Securities and Exchange Commission .
1	2123788	2123881	<QUOTE> This individual 's lawyers are trying to obtain from the court a free pass to download or upload music online illegally . <QUOTE>	<QUOTE> Her lawyers are trying to obtain a free pass to download or upload music on-line illegally .
0	968474	968105	The 30-year bond US30YT = RR firmed 26 / 32 , taking its yield to 4.17 percent , after hitting another record low of 4.16 percent .	The 30-year bond US30YT = RR firmed 14 / 32 , taking its yield to 4.19 percent from 4.22 percent .
0	2968158	2968212	The shooter ran away , police said , eluding an officer who gave chase .	Police said the shooter ran away from an officer who chased him , and still was being sought Thursday night .
1	1959733	1960031	But SCO has hit back , saying : <QUOTE> We view IBM 's counterclaim filing today as an effort to distract attention from its flawed Linux business model .	In a statement , an SCO spokeman said , <QUOTE> We view IBM 's counterclaim filing today as an effort to distract attention from its flawed Linux business model .
1	994934	994692	Helicopters hovered over al-Khalidiya into the early hours of Sunday .	Helicopters hovered throughout the day over the Al-Khalidiya neighborhood where the raid took place .
1	2500633	2500732	If Walker appeals Parrish 's ruling , it would stop the extradition process and could take several months , Rork said .	The appeal would stop the extradition process and could take several months , Rork said .
1	2828314	2828036	Boykin â s also referred to Islamist fighters as America â s â spiritual enemy â that , â will only be defeated if we come against them in the name of Jesus â .	Our <QUOTE> spiritual enemy , <QUOTE> Boykin continued , <QUOTE> will only be defeated if we come against them in the name of Jesus . <QUOTE>
1	753887	753925	The first vulnerability is a buffer overrun that results from IE 's failure to properly determine an object type returned from a Web server .	First up , Microsoft said a buffer overrun vulnerability occurs because IE does not properly determine an object type returned from a Web server .
1	3320834	3320891	<QUOTE> To make sure that we avoided any perception of wrongdoing , we are not co-mingling appropriated and non-appropriated funds ( from Congress ) , <QUOTE> said Faletti .	<QUOTE> To make sure that we avoided any perception of wrongdoing , we are not comingling appropriated and nonappropriated funds [ from Congress ] , <QUOTE> said Faletti .
1	98431	98656	In Falluja on Thursday , two grenades were thrown at soldiers from the Third Armored Cavalry Regiment , wounding seven .	In Al-Fallujah , two grenades were thrown Thursday at soldiers from the 3rd Armored Cavalry Regiment , wounding seven , none seriously .
1	1888279	1887736	Prince Saud said , <QUOTE> The Kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of September 11 , 2001 . <QUOTE>	<QUOTE> The kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of Sept . 11 , 2001 , <QUOTE> he said .
1	3179086	3179247	<QUOTE> If the voluntary reliability standards were complied with , we wouldn 't have had a problem . <QUOTE>	<QUOTE> If the voluntary reliability standards had been complied with , we wouldn 't have had a problem , <QUOTE> Mr. Dhaliwal said .
0	817767	818075	China accounted for about 14 percent of Motorola 's sales last year , and the company has large manufacturing operations there .	China accounted for 14 % of Motorola 's $ 26.7 billion in sales last year .
1	1606495	1606619	Bush also hoped to polish his anti-AIDS credentials in Uganda , which has been hailed as an African pioneer in fighting the killer disease .	President Bush flies to Uganda Friday hoping to polish his anti- AIDS credentials in a country hailed as an African pioneer in fighting the epidemic .
1	2426433	2426378	Shares of MONY were gaining $ 2.57 , or 9 % , to $ 31.90 in after-hours trading on Instinet .	MONY shares rose 8.76 per cent to $ 31.90 in after-hours trading in New York .
0	41036	41207	Founded in 1996 , the LendingTree exchange consists of more than 200 banks , lenders , and brokers .	LendingTree matches borrowers via the Internet with more than 200 mortgage brokers , banks and other lenders .
0	1802451	1802621	Houston fourth-graders also performed similarly to national peers in writing .	<QUOTE> New York City and Houston fourth-graders were at the national average in writing .
1	3049097	3049174	If achieved it would represent an increase of 10 per cent from the same quarter a year ago .	That would represent an increase of some 10 per cent from the year before , it added .
0	352111	352127	It cut taxes while balancing the budget for three years and reduced Europe 's second highest per capita national debt .	It cut taxes while still balancing the budget for three years and bringing down Europe 's highest national debt as a proportion of gross domestic product after Italy .
0	316781	316726	<QUOTE> We continue to work with the Saudis on this , but they did not , as of the time of this tragic event , provide the additional security we requested . <QUOTE>	<QUOTE> But they did not , as of the time of this particular tragic event , provide the security we had requested , <QUOTE> Mr Jordan said .
1	1729777	1729703	In the second quarter last year , the company experienced a net loss of $ 185 million , or 54 cents a share , on sales of $ 600 million .	The company posted a net loss of $ 185 million , or 54 cents per share , in the year-earlier period , it said in a statement Wednesday .
0	659434	659543	We don 't know if any will be SARS , <QUOTE> said Dr. James Young , Ontario 's commissioner of public safety .	<QUOTE> We 're being hyper-vigilant , <QUOTE> said Dr. James Young , Ontario 's commissioner of public safety .
1	1144181	1144125	We need a certifiable pay as you go budget by mid-July or schools wont open in September , Strayhorn said .	Texas lawmakers must close a $ 185.9 million budget gap by the middle of July or the schools wont open in September , Comptroller Carole Keeton Strayhorn said Thursday .
1	2009781	2009643	In 1995 , Schwarzenegger expanded the program nationwide to serve 200,000 children in 15 cities , most who come from housing projects or homeless shelters .	In 1995 , Schwarzenegger expanded the program nationwide to 15 cities , serving 200,000 children , most of whom come from housing projects or homeless shelters .
1	1657933	1657875	A spokesman said : <QUOTE> Further testing is under way but at this stage , given the early detection , the outlook is positive . <QUOTE>	<QUOTE> Further testing is still under way , but at this stage , given the early detection , the outlook in such instances would be positive , <QUOTE> the specialist said yesterday .
1	1550897	1550977	Later this year , the command will send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions .	This fall the command will send trainers to work with soldiers from four North African nations on patrolling and gathering intelligence .
1	908371	908485	Except for a few archaic characteristics , they are as recognizable as Hamlet 's poor Yorick .	Except for a few archaic characteristics , the skulls are readily recognizable .
0	3391807	3391585	He is a brother to three-year-old Mia , from Kate 's first marriage , to film producer Jim Threapleton .	Winslet , 28 , has a three-year-old daughter Mia by her first husband , British film producer Jim Threapleton .
1	390669	390518	Only two other countries , Germany and the Dominican Republic , have publicly expressed reservations , and Germany has since said it will sign it .	Only two other countries , the Dominican Republic and Germany , publicly expressed reservations about the treaty , and Germany has since said it will support the pact .
1	1786751	1786721	The settlement includes $ 4.1 million in attorneys ' fees and expenses .	Plaintiffs ' attorneys would get $ 4.1 million of the settlement .
0	2634670	2634777	It reports a mailing list of 50,000 and support from about 500 congregations and 50 bishops .	The group has the support of about 215 churches and an estimated 25 bishops .
1	2396402	2396167	Dick is going to be there as long as Dick wants to be there , <QUOTE> Reuters reports Langone as saying .	<QUOTE> Dick is going to be there as long as Dick wants to be there . <QUOTE>
1	2224083	2223824	The state has received 19 entries in a competition for a World Trade Center Memorial and is working with families of victims to select a winner .	The state has received 19 entries in that competition and is working with families of victims to select a winner .
1	3331063	3330996	However , John Clare , chief executive of the Dixons Group , expressed his disappointment .	John Clare , Dixons chief executive , objected to the Commission 's findings .
0	3356730	3356964	<QUOTE> The same three Response Team members also met with Monsignor Grass , who while manifestly repentant , admitted that the allegations were true .	<QUOTE> Monsignor Grass ... while manifestly repentant , admitted that the allegations were true , <QUOTE> the statement said .
1	2594785	2594802	U.S. manufacturing growth expanded for the third straight month in September but at a slower pace , according to a report released shortly after the opening bell .	US manufacturing grew for the third consecutive month in September , but at a slower rate than in previous months , according to a survey released Wednesday .
1	2560775	2560832	Microsoft has described the technology as <QUOTE> a brand new client platform for building smart , connected , media rich applications in Longhorn . <QUOTE>	Microsoft calls it : <QUOTE> A brand new client platform for building smart , connected , media-rich applications in Longhorn . <QUOTE>
0	1738026	1737931	But for more than a century , an untold amount of money intended for some of the nation 's poorest residents was lost , stolen or never collected .	For more than a century , an undetermined amount of money was lost , stolen , or never collected .
1	2983733	2983954	It is rare for a legal challenge to occur before a bill becomes law .	Experts say legal challenges are rare before a bill becomes law .
1	3150046	3150090	St. Paul Chairman and Chief Executive Jay S. Fishman , 51 , will be CEO of the combined company .	Jay Fishman , 51 , chairman and chief executive of St Paul , will be chief executive of the combined company .
0	1166934	1166943	There are now 37 active probable cases in the GTA , compared with 70 cases on June 6 .	And , globally , the number of active probable cases has declined to 573 .
0	2983756	2983898	The constitutionality of outlawing partial birth abortion is not an open question .	Defenders of the partial birth abortion ban downplayed the legal challenges .
1	1330508	1330636	<QUOTE> It should have reported that it was sailing with an atomic bomb cargo , <QUOTE> Anomeritis said , referring to the quantity of explosives on board .	<QUOTE> It should have declared that it was sailing with a cargo that was like an atomic bomb , <QUOTE> said Anomeritis .
1	799342	799270	Mr. Bergonzi was the finance chief from 1995 until his departure in 1999 , and was intimately involved in the alleged scheme to pump up Rite Aid 's earnings .	Mr. Bergonzi was the chief financial officer from 1995 until his departure , and was intimately involved in many of the alleged schemes to pump up Rite Aid 's earnings .
1	1257219	1257412	The Aspen Fire had charred more than 12,400 acres by today on Mount Lemmon just north of Tucson , and more than 250 homes had been destroyed .	The fire has so far charred 11,400 acres on Mount Lemmon just north of Tucson , and more than 250 homes have been destroyed .
1	430306	430336	They said he would be open to letting that license go to the city of Chicago .	Schafer said the governor would be open to offering that last license for a riverboat in Chicago .
1	3256259	3256410	It argued that such access <QUOTE> is not required by domestic or international law and should not be treated as a precedent . <QUOTE>	The Pentagon statement said that allowing Hamdi access to a lawyer <QUOTE> is not required by domestic or international law and should not be treated as a precedent . <QUOTE>
1	1549140	1549120	The male eagle was found by a zookeeper early Thursday , suffering from severe puncture wounds in his abdomen .	The 21-year-old eagle , found by a zookeeper early Thursday , had severe puncture wounds to his abdomen and back , spokeswoman Julie Mason said .
1	1267764	1267499	He served as a marine in the Second World War and afterward began submitting articles to magazines .	After serving as a marine in World War II , he began submitting articles to magazines .
0	2054395	2054436	The Legislature on Wednesday sent Gov. Jeb Bush a bill it hopes will lower malpractice insurance rates and keep doctors from limiting their practices or moving out of state .	The Legislature on Wednesday approved a bill that caps damages received by medical malpractice plaintiffs in the hopes it will lower insurance rates and help the state retain doctors .
1	622377	622296	In Taiwan , the capital 's mayor and other officials handed out free thermometers in a islandwide ``take-your-temperature ' ' campaign Sunday , amid evidence that containment efforts were also paying off .	In Taiwan , officials handed out free thermometers in an island-wide ``take-your-temperature ' ' campaign amid signs containment efforts were paying off .
0	3374201	3374248	Lawtey is not the first faith-based program in Florida 's prison system .	But Lawtey is the first entire prison to take that path .
0	490376	490490	The reports helped overcome investor jitters after the euro briefly hit an all-time high against the dollar Tuesday .	Stocks slipped at the open after the euro hit record highs against the dollar .
1	544218	544326	American forces here organized the elections , which officials say are important steps toward establishing democracy in Iraq .	U.S. forces organized the elections , which officials said were a step toward establishing democracy in the nation .
0	2464939	2464878	Negotiators talked with the boy for about an hour and a half , Bragdon said .	Negotiators talked with the boy for more than an hour , and SWAT officers surrounded the classroom , Bragdon said .
1	851920	851911	<QUOTE> If draining the ponds in Maryland will help further establish [ his ] innocence , we welcome it .	If draining the ponds in Maryland will further help establish Steve 's innocence , we welcome it . <QUOTE>
1	862717	862805	But Cruz resembled a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with the girl 's mother , Lansdowne said .	Cruz looked like a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with Jennette 's mother , Chief William Lansdowne said .
0	31854	31913	Passed in 1999 but never put into effect , the law would have made it illegal for bar and restaurant patrons to light up .	Passed in 1999 but never put into effect , the smoking law would have prevented bar and restaurant patrons from lighting up , but exempted private clubs from the regulation .
1	14644	14613	A number below 50 suggests contraction in the manufacturing sector , while a number above that indicates expansion .	A reading above 50 suggests growth in the sector , while a number below that level indicates contraction .
1	578442	577829	Half of the women were given a daily dose of the drug and half took a placebo .	Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo .
0	1708654	1708435	It would be difficult to overestimate the potential dangers of the Remote Procedure Call ( RPC ) vulnerability .	The flaw involves the Remote Procedure Call ( RPC ) protocol , which deals with inter-computer communications .
1	1352610	1352741	Mr. Bloomberg later told reporters that the agreement <QUOTE> will be a compromise , like the real world requires . <QUOTE>	<QUOTE> It will be a compromise , like the real world requires , <QUOTE> he said .
0	556727	556769	The man , who entered the post office in Lakeside shortly before 3 p.m. , gave up to deputies about 6 : 30 p.m.	The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.
0	3301397	3301422	Rock singer Ozzy Osbourne , recovering from a quad bike crash , is conscious and joking in his hospital bed , his daughter Kelly said tonight .	Doctors hope rock singer Ozzy Osbourne , who is recovering from a quad bike crash , will begin breathing unassisted again soon , they said today .
0	811407	811378	The New York senator 's new book , <QUOTE> Living History , <QUOTE> appears a certain bestseller .	Hillary Clinton , the New York senator and former first lady , has a book out Monday titled Living History .
1	1467373	1467347	IBM is also <QUOTE> pursuing membership in the group <QUOTE> and plans to be an active participant , according to the CELF statement .	CELF said IBM is pursuing membership and plans to be an active participant in the forum .
1	1518091	1518014	Through Thursday , Oracle said 34.75 million PeopleSoft shares had been tendered .	Some 34.7 million shares have been tendered , Oracle said in a statement .
0	1151081	1151065	The company 's chief executive retired and chief financial officer resigned .	A third executive , chief operating officer David Glenn was fired .
1	2704026	2704076	The FBI is trying to determine when White House officials and members of the vice president â s staff first focused on Wilson and learned about his wife â s employment at the agency .	The FBI is trying to determine when White House officials and members of the vice president 's staff focused on Wilson and learned about his wife 's employment .
0	58353	58516	The tech-heavy Nasdaq Stock Markets composite index added 1.16 points to 1,504.04 .	The Nasdaq Composite index , full of technology stocks , was lately up around 18 points .
0	219039	218851	He will replace Ron Dittemore , who announced his resignation April 23 .	Dittemore announced his plans to resign on April 23 .
0	503438	503272	Pen Hadow , who became the first person to reach the geographic North Pole unsupported from Canada , has just over two days of rations left .	Pen Hadow became the first man last week to reach the geographic North Pole on an unsupported trek through Canada , a journey of about 770 km .
0	3020743	3020794	Many of the victims had been headed home for R & R or emergency leave when they were killed .	Many of the victims of Sunday 's attack were headed out of Iraq for R & R or emergency leave .
1	2769016	2768961	The face of President Saddam Hussein was added to Iraqi currency after the 1991 Gulf War .	Saddam 's portrait was added to Iraq 's currency after the Gulf War .
0	1047814	1048483	<QUOTE> It 's safe to assume that the Senate is prepared to pass some form of cap , <QUOTE> King said .	Its safe to assume the Senate is prepared to pass some form of a cap .... The level of it is to be debated .
0	2721001	2720703	He was also accused of masterminding bombings that killed 22 people in Manila in December 2000 .	During interrogation , he admitted that he helped organise and carry out near-simultaneous bombings that killed 22 people in Manila in December 2000 .
1	2496469	2496417	The Nikkei average ended trading down 1.83 percent at 10,310.04 , a four-week low .	The Nikkei average .N225 was down 1.83 percent or 192.25 points at 10,310.04 , its lowest close since August 28 .
1	2423623	2423339	That exploit works on unpatched Windows 2000 machines with Service Pack 3 and 4 .	Both Counterpane and iDefense contend that the exploit works effectively against Windows 2000 systems running Service Pack 3 and 4 .
1	3128487	3128434	The center has a budget of $ 45 million , most of which will be spent on research and testing , Bridges said .	The safety center has a $ 45 million budget for its first year , much of which will be spent on tests and analyses .
0	2748554	2748360	Out of the nearly $ 20 billion , $ 18.6 billion is earmarked for reconstruction of Iraq and $ 1.2 billion for Afghanistan .	The $ 87 billion budget includes $ 51 billion for military operations in Iraq , another $ 20 billion for reconstruction and about $ 11 billion for Afghanistan .
1	707975	708028	<QUOTE> For me , the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents , <QUOTE> according to extracts released yesterday .	<QUOTE> For me , the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents , <QUOTE> Mrs Clinton writes .
0	339489	339175	Associated Press Writer Sara Kugler contributed to this report from New York City .	Associated Press Writer Michael Gormley contributed to this report from Albany .
0	1690902	1690918	That compares with a profit of $ 1 million , or breakeven , on $ 1.39 billion in revenue during the same period last year .	Total revenue for the second quarter was $ 1.48 billion , up 7 % from $ 1.39 billion in the same period last year .
0	1892114	1892189	The company reported quarterly revenue of $ 388.1 million , compared with $ 318.5 million in the same period a year ago .	That compared with a loss of $ 55.4 million , or $ 4.92 per share in the same period a year earlier .
1	3249070	3249202	The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America .	Both sets of findings were presented Monday at the annual meeting of the Radiological Society of North America in Chicago .
0	374262	374622	Under the plan , Maine would act as a <QUOTE> pharmacy benefit manager <QUOTE> to lower the cost of prescription drugs .	Under Maine Rx , which state lawmakers approved in 2000 , Maine would act as a <QUOTE> pharmacy benefit manager <QUOTE> to lower the cost of prescription drugs .
1	2857105	2857138	<QUOTE> The impact of increased prices has only begun to be seen in the financial numbers of the company , <QUOTE> Noranda president and chief executive officer Derek Pannell said .	<QUOTE> The impact of increased prices has only begun to be seen in the financial numbers of the company , <QUOTE> president and CEO Derek Pannell said in a statement .
1	2820573	2820684	In exchange , North Korea would be required to end its nuclear weapons program .	<QUOTE> In return we expect North Korea to give up nuclear weapons . <QUOTE>
0	2608088	2608211	Nine years ago , they were married by a justice of the peace .	His wife , married to Moore by a justice of the peace , started planning her dream wedding .
1	3070940	3070964	Thousands of people in the South of England caught a glimpse of a lunar eclipse as they gazed up at the sky on Saturday night .	Thousands of people in the South of England caught a glimpse of the lunar eclipse as they gazed up at the night sky early today .
0	3042240	3042279	The rats that consumed the tomato powder had a 26 percent lower risk of prostate cancer death than the control rats , researchers found .	Rats on the tomato powder diet had a 26 percent lower risk of prostate cancer death than the control rats , allowing for diet restriction .
1	1390306	1390412	It is a national concern that will touch virtually every American , <QUOTE> Abraham said .	The impact of natural-gas shortages <QUOTE> will touch virtually every American , <QUOTE> Energy Secretary Spencer Abraham warned yesterday .
1	673713	673486	It will also unveil a version of its Windows Server 2003 operating system tuned specifically for storage devices .	It also unveiled an update to its Windows Server 2003 operating system , which is tuned specifically for storage devices .
1	3427259	3427317	At 12 , Lionel Tate was charged with first-degree murder over the death of Tiffany Eunick .	Tate was 12 when he was charged with beating Tiffany Eunick , 6 , to death in July 1999 .
1	3084554	3084612	Sales for the quarter beat expectations , rising 37 percent year-on-year to 1.76 billion euros .	Sales rose 37 per cent year-on-year to 1.76bn , beating expectations .
0	1990238	1990281	About 1,417 schools statewide receive Title I money .	That applies only to schools that get federal Title I money .
1	315647	315778	If the MTA 's appeal to a higher court is successful , the $ 2 bus and subway base fare won 't be rolled back .	If the MTA 's appeal is successful , the $ 2 bus and subway base fare won 't change .
1	1230161	1230113	Now , nearly two years later , Mallard prepares for trial on charges of murder and tampering with evidence .	Chante Jawaon Mallard , 27 , is charged with murder and tampering with evidence .
1	1929473	1929176	In Nairobi , Kenya , the Very Rev. Peter Karanja , provost of All Saints Cathedral , said the U.S. Episcopal Church <QUOTE> is alienating itself from the Anglican Communion . <QUOTE>	The Episcopal Church ' ' is alienating itself from the Anglican Communion , ' ' said the Very Rev. Peter Karanja , provost of the All Saints Cathedral , in Nairobi .
1	1737570	1737431	Recall backers say they have collected 1,600,000 signatures , approaching twice the 897,158 needed to force an election .	Recall proponents say they have turned in nearly twice the number of necessary signatures .
0	2112991	2113005	The book , called <QUOTE> Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right , <QUOTE> hits stores this weekend .	Fox was seeking an injunction to halt distribution of <QUOTE> Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right . <QUOTE>
1	2706240	2706190	Selenski had previously spent seven years in prison on a bank robbery conviction .	Selenski had served about seven years in prison for bank robbery .
1	3428298	3428362	Robert Walsh , 40 , remained in critical but stable condition Friday at Staten Island University Hospital 's north campus .	Walsh , also 40 , was in critical but stable condition at Staten Island University Hospital last night .
1	668141	667980	The decision was among the most significant steps toward deregulation undertaken during the Bush administration .	The decision is among the far-reaching deregulatory actions made during the Bush administration .
1	1995509	1995537	<QUOTE> For us , that doesn 't make a difference - the sexual orientation , <QUOTE> Archbishop Tutu said in the black urban centre of Soweto .	<QUOTE> For us that doesn 't make a difference , the sexual orientation , <QUOTE> Tutu told Reuters Television in South Africa 's sprawling Soweto township .
0	1268732	1268445	Around 9 : 00 a.m. EDT ( 1300 GMT ) , the euro was at $ 1.1566 against the dollar , up 0.07 percent on the day .	Against the Swiss franc the dollar was at 1.3289 francs , up 0.5 percent on the day .
1	2523564	2523358	The Guru microcontroller serves four functions : hardware monitoring , overclocking management , BIOS ( Basic Input Output System ) update and a troubleshooting-assistance feature called Black Box .	The ÂµGuru microcontroller serves four functions : hardware monitoring , overclocking management , BIOS update and a troubleshooting-assistance feature called Black Box .
1	2775381	2775426	Sony 's portfolio gives subscribers a variety of personalized services including the ability to download and experience images , ring tones , music videos and other music entertainment services .	Sony Music 's portfolio of products and services currently enable carriers to offer subscribers the ability to download images , ring tones , music videos and other entertainment services .
1	2302811	2302908	He said the local organized crime police were investigating a suspect , but he would not confirm if it was the 24-year-old cited by Bitdefender .	He said the local organized crime police were investigating a suspect , but he would not say if it was Ciobanu .
0	2562000	2561942	Previously , it had reported a profit of $ 12 million , or 0 cents a share , for that period .	Previously , it had reported a small profit of $ 12 million , or break-even on a per-share basis , for the period .
0	2613347	2613435	The life expectancy for boys born in 2001 was 74.4 years , up two years since 1990 .	According to the report , average life expectancy has increased by nearly two years since 1990 .
1	2079200	2079131	U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America .	U.S. stocks rose slightly on feather-light volume on Friday , as Wall Street regrouped after the biggest-ever power outage in North America .
1	654098	654044	Big Blue says the SEC calls the action a fact-finding investigation and has not reached any conclusions related to this matter .	The SEC specifically advised IBM that this is a fact-finding investigation and that it has not reached any conclusions related to this matter .
1	3261219	3261244	They were held under Section 41 of the Terrorism Act 2000 on suspicion of involvement in the commission , preparation or instigation of acts of terrorism .	Badat was arrested under section 41 of the Terrorism Act â on suspicion of involvement in the commission , preparation or instigation of acts of terrorism , â Scotland Yard confirmed .
1	2019822	2020185	Starting on Saturday , every computer infected with MSBlast is expected to start flooding Microsoft 's Windows Update service with legitimate-looking connection requests .	Starting on Aug. 16 , every computer infected with MBlast will start flooding Microsoft 's Windows Update service with legitimate-looking connection requests .
0	2158257	2158016	<QUOTE> We see the First Amendment to protect religious liberty , not crush religious liberty , <QUOTE> said Patrick Mahoney , director of the Christian Defense Coalition .	<QUOTE> We put the call out , <QUOTE> said the Rev. Patrick J. Mahoney , director of the Christian Defense Coalition .
1	421947	422075	Florida 's Third District Court of Appeal saidon Wednesdaythe original proceedings were <QUOTE> irretrievably tainted <QUOTE> by misconduct by lawyers representing the class .	Florida â s Third District Court of Appeal said on Wednesday the original proceedings were â irretrievably tainted â by misconduct by attorneys for the class .
0	859210	859163	Courant Staff Writers Matt Eagan and Ken Davis contributed to this story .	Courant Staff Writer Jeff Goldberg contributed to this story .
1	818091	817811	The company said it would issue revised guidance for the full fiscal year next month when it releases its Q2 results .	The company said it would renew its guidance for 2003 when it announces its second quarter results in mid-July .
1	2396793	2396890	In addition , the committee noted , <QUOTE> while spending is firming , the labour market has been weakening <QUOTE> .	<QUOTE> The evidence accumulated over the intermeeting period confirms that spending is firming , although the labor market has been weakening .
1	1622561	1622311	Nigeria and other African oil producers are increasingly important in U.S. plans to lessen dependence on Middle Eastern suppliers for its energy security .	Nigeria and other African producers are increasingly important in the former Texas oilman 's plans to lessen dependence on Middle Eastern suppliers for energy security .
0	125383	125421	Appeals had kept him on death row longer than anyone else in the U.S. , AP said .	Isaacs had been on death row longer than anyone in the nation .
1	577957	577843	While many likely now will quit â as millions of women already have â Soltes said she likely will continue to prescribe the supplements for relief of change-of-life symptoms .	While many likely now will quit - as millions of women already have - Soltes said she is likely to continue prescribing the supplements for relief of change-of-life symptoms .
0	2454231	2454058	The federal and local governments remained largely shut down in the aftermath of Hurricane Isabel , as were schools , and much of the region 's transportation network was slowed .	In the aftermath of Hurricane Isabel , federal and local governments remained shut down , as did schools and many businesses .
1	142709	142846	Ursel Reisen confirmed it operated the coach , but gave no details other than to say the passengers were of mixed ages .	Ursel Reisen confirmed it had been operating the coach , but declined to give details of the passengers other than to say they were of mixed ages .
0	1906323	1906085	But he is the only candidate who has won national labor endorsements so far , picking up his 11th union on Tuesday when the United Steelworkers of America endorsed him .	But he is the only candidate who has won national labor endorsements so far , picking up his 11th on Tuesday .
1	1257760	1257788	The judge also refused to postpone the trial date of Sept . 29 .	Obus also denied a defense motion to postpone the Sept . 29 trial date .
0	392738	392798	Regardless , its first quarter saw a profit of $ 721 million , or 29 cents , on revenue of $ 17.9 billion .	Analysts expected earnings of 27 cents a share on revenue of $ 17.7 billion , Thomson First Call says .
1	3223910	3223849	Under the proposal , Slocan shareholders will get 1.3147 Canfor shares for each common share .	Under a proposed plan of arrangement , Slocan shareholders will receive 1.3147 Canfor shares for every Slocan share they own .
0	2841017	2841005	BellSouth also added 654,000 net long-distance customers in the third quarter .	BellSouth added 111,000 DSL customers during the quarter to reach a total of 1.3m subscribers .
1	1000821	1000957	The day after Wilkie resigned , Howard said in a televised address that Iraq possessed <QUOTE> chemical and biological weapons capable of causing death and destruction on a mammoth scale <QUOTE> .	In a televised address back in March , Mr Howard declared Iraq had weapons capable of <QUOTE> causing death and destruction on a mammoth scale <QUOTE> .
